S02_PM01,S02_PM25,S02_PM10,S03_PM01,S03_PM25,S03_PM10,S04_PM01,S04_PM25,S04_PM10,S05_PM01,S05_PM25,S05_PM10,S08_PM01,S08_PM25,S08_PM10,S09_PM01,S09_PM25,S09_PM10,S10_PM01,S10_PM25,S10_PM10,S11_PM01,S11_PM25,S11_PM10,S14_PM1,S14_PM2.5,S14_PM10,S15_M1,S15_PM25,S15_PM10,S17_PM01,S17_PM25,S17_PM10,S18_PM01,S18_PM25,S18_PM10,S19_PM01,S19_PM25,S19_PM10,S20_PM01,S20_PM25,S20_PM10
8,12,11,10,14,16,7,11,11,3,6,7,8,13,17,6,11,12,9,14,15,0,0,0,5,8,9,5,7,9,10,16,16,5,10,11,8,14,14,6,11,11
8,12,11,10,14,16,7,10,10,3,6,7,8,13,17,6,11,12,11,16,18,0,0,0,5,8,9,5,7,9,10,17,17,5,10,11,8,14,14,8,13,13
8,13,11,9,14,16,7,10,10,4,7,7,8,13,17,6,11,12,11,16,18,0,0,0,5,8,9,5,7,9,10,17,17,5,10,11,8,14,14,8,13,13
8,13,11,9,14,16,7,10,10,4,7,7,8,13,17,6,11,12,11,16,18,0,0,0,5,8,9,5,7,9,10,17,17,5,10,11,7,13,13,8,13,13
9,14,12,9,14,16,8,12,12,4,7,7,8,13,17,6,11,12,10,15,16,0,0,0,5,8,9,5,7,9,9,17,17,5,10,11,7,13,13,7,12,12
9,14,12,10,15,16,8,12,12,4,7,7,8,13,17,6,11,12,10,15,16,0,0,0,5,8,9,5,8,9,9,17,17,5,10,11,7,13,13,7,12,12
9,14,12,10,15,16,8,12,12,4,7,7,8,12,17,6,11,14,10,15,16,0,0,0,5,8,8,5,8,9,9,17,17,6,11,12,7,13,14,7,12,12
9,14,13,9,14,15,7,12,12,4,7,7,8,12,17,6,11,14,10,15,16,0,0,0,5,8,8,5,8,9,9,17,18,6,12,13,8,14,15,7,12,12
9,14,13,9,13,15,7,12,12,4,7,7,8,12,17,6,11,14,10,15,16,0,0,0,4,7,7,5,9,10,9,17,18,6,12,13,8,14,15,7,12,12
9,14,13,9,13,15,7,12,12,4,7,7,7,14,16,6,10,12,10,15,16,0,0,0,3,6,7,5,9,10,9,17,18,6,12,13,8,15,15,7,12,12
9,14,12,9,13,15,7,12,12,4,7,7,7,14,16,7,11,13,10,14,16,0,0,0,3,6,7,5,9,10,10,18,20,6,12,12,8,15,15,7,12,12
8,13,12,10,14,16,7,12,12,4,7,7,7,14,16,7,11,13,10,14,16,0,0,0,3,6,7,5,8,10,10,18,20,6,12,12,8,15,15,7,12,12
8,13,12,10,14,16,7,12,12,4,7,7,7,13,17,7,11,13,10,14,16,0,0,0,4,7,7,5,8,10,10,18,20,6,12,12,8,15,16,7,12,12
8,13,12,10,14,16,7,11,11,4,7,7,7,13,17,7,11,13,10,15,17,0,0,0,4,7,7,5,8,10,10,17,19,6,12,13,8,15,16,7,13,13
8,13,12,10,14,16,7,11,11,4,7,7,7,13,17,6,10,12,10,16,17,0,0,0,4,7,7,5,9,10,10,17,19,6,12,13,7,14,15,8,14,14
8,13,12,10,14,16,7,11,11,4,7,7,7,13,17,7,10,13,10,17,18,0,0,0,3,6,6,5,9,10,10,17,19,6,12,13,7,15,15,8,14,14
8,13,12,10,14,16,7,11,14,4,7,7,7,13,17,7,10,13,11,18,19,0,0,0,3,6,6,5,9,10,10,16,19,6,11,12,7,15,15,9,14,14
8,14,12,10,14,15,7,11,14,4,7,7,7,12,17,8,11,14,10,18,18,0,0,0,3,6,6,5,8,8,10,16,19,6,11,12,8,16,16,9,14,14
7,13,12,9,13,14,7,11,14,4,7,7,8,15,18,7,12,13,10,18,18,0,0,0,4,6,6,5,8,8,10,16,19,6,11,12,8,17,17,8,13,13
7,13,12,9,13,14,7,12,14,4,7,7,8,15,18,7,12,13,9,17,17,0,0,0,4,6,6,5,8,8,10,16,18,6,11,12,8,17,17,8,13,14
7,13,11,8,12,14,7,12,14,4,7,7,8,15,18,7,12,13,9,17,17,0,0,0,4,6,6,5,8,8,10,16,18,6,11,12,8,17,17,8,13,14
8,14,11,9,13,15,7,12,14,4,7,7,8,14,17,7,11,12,9,18,18,0,0,0,4,6,6,5,8,8,10,16,18,6,11,12,7,17,19,8,13,14
8,14,11,9,13,15,8,12,15,4,7,7,8,14,17,6,10,11,9,18,18,0,0,0,5,7,7,5,8,8,10,16,19,6,11,12,7,17,19,7,13,14
7,13,11,9,12,14,8,12,15,4,7,7,8,14,17,6,10,12,8,16,16,0,0,0,5,7,7,5,8,8,10,16,19,6,11,12,7,17,19,7,13,14
7,13,12,9,12,14,8,12,15,4,7,7,8,14,16,6,10,12,9,15,15,0,0,0,6,8,8,5,8,8,10,16,19,6,11,12,7,18,18,7,13,14
7,13,12,9,12,14,7,12,15,4,7,7,8,14,16,6,10,12,8,15,15,0,0,0,5,7,7,5,8,8,9,15,18,6,10,11,7,18,18,7,12,13
8,14,12,10,12,13,7,12,15,4,7,7,8,14,16,6,11,12,8,15,15,0,0,0,5,7,7,5,9,9,9,15,18,6,10,11,7,18,18,7,12,13
8,14,12,10,12,13,7,12,15,4,7,7,7,13,17,7,12,13,8,15,15,0,0,0,5,7,7,5,9,9,9,15,18,6,10,11,7,16,17,7,12,13
7,13,12,10,12,13,8,12,14,4,7,7,7,13,17,7,12,13,7,14,14,0,0,0,5,7,7,5,9,9,9,15,18,6,11,12,7,16,17,7,13,14
7,13,12,9,12,13,8,12,14,4,8,8,7,13,17,7,12,13,7,14,14,0,0,0,5,7,7,6,9,9,10,16,19,6,11,12,7,16,17,7,13,14
7,13,12,9,12,13,8,12,14,4,8,8,8,15,18,7,12,13,7,14,14,0,0,0,5,7,7,6,9,9,10,16,19,6,11,12,7,15,16,7,13,14
7,13,12,9,12,13,6,11,13,4,8,8,8,15,18,7,12,13,7,14,14,0,0,0,5,7,7,6,9,9,11,16,19,7,11,12,7,15,16,7,13,14
8,14,12,9,12,13,6,11,13,4,7,8,8,15,18,7,11,11,7,14,15,0,0,0,5,7,7,6,9,9,11,16,19,7,11,12,7,15,16,7,13,14
8,14,11,9,12,13,6,11,13,4,7,8,8,15,18,7,11,11,8,15,16,0,0,0,6,7,8,6,9,9,11,16,19,7,11,12,7,15,15,7,13,14
8,14,11,9,12,13,7,11,13,4,7,8,8,15,18,6,10,10,9,16,17,0,0,0,6,7,8,6,9,9,12,16,19,7,12,13,7,15,15,7,12,13
7,13,11,8,11,12,7,11,13,4,7,8,8,15,18,5,10,10,10,16,17,0,0,0,6,7,8,6,9,9,12,16,19,7,12,13,7,15,15,7,12,13
7,13,12,8,11,12,7,11,13,4,7,8,8,14,15,5,10,10,10,18,18,0,0,0,6,7,8,6,9,9,12,16,19,7,12,13,7,15,15,7,12,13
8,13,13,8,11,12,7,11,13,4,7,8,8,14,15,5,10,10,10,18,19,0,0,0,6,7,8,6,9,9,12,16,19,6,10,11,7,15,15,7,12,13
8,12,13,7,10,10,7,11,13,4,8,8,8,14,15,5,11,11,10,20,23,0,0,0,6,7,8,6,9,9,12,16,19,6,10,11,8,16,16,7,12,13
8,12,14,7,10,10,7,11,13,4,8,8,8,14,16,5,11,11,10,20,23,0,0,0,6,7,8,6,9,9,11,15,18,6,10,11,8,16,17,7,12,13
8,12,13,7,10,10,7,11,13,4,8,8,8,14,16,5,11,11,10,19,22,0,0,0,6,7,8,6,9,9,9,14,15,6,10,11,8,16,17,7,12,13
8,12,13,6,9,10,7,11,13,4,8,9,8,14,16,6,12,12,10,19,23,0,0,0,6,7,8,6,10,10,9,14,15,7,11,12,7,15,16,7,12,13
8,13,13,7,10,11,7,11,13,4,8,9,8,14,15,6,12,12,11,20,23,0,0,0,6,7,8,6,10,10,9,14,15,7,11,12,7,15,15,7,12,13
8,13,13,7,10,11,7,12,14,4,8,9,8,14,15,6,12,12,10,20,23,0,0,0,6,7,8,6,10,10,10,15,16,8,11,12,7,15,15,6,10,12
7,12,13,7,10,10,7,12,14,4,8,8,8,14,15,6,13,13,10,20,23,0,0,0,6,7,8,7,10,10,10,15,16,7,10,11,7,15,15,6,10,12
7,11,13,7,10,10,7,12,14,4,8,8,8,15,16,6,13,13,10,20,23,0,0,0,6,7,8,7,10,10,10,15,16,7,10,11,7,14,15,6,10,12
7,11,13,7,10,10,7,11,11,4,8,8,8,15,16,6,13,13,10,18,22,0,0,0,6,7,8,7,10,10,9,14,16,7,10,11,7,14,15,6,11,13
7,10,13,7,11,11,7,11,11,4,7,7,8,15,16,6,13,13,10,18,22,0,0,0,6,7,8,6,10,10,9,14,16,7,10,11,7,14,15,6,11,13
7,10,13,7,11,11,7,11,11,4,7,7,9,15,17,5,12,12,9,17,21,0,0,0,6,7,8,6,10,10,9,14,16,7,10,11,7,13,14,6,11,13
7,10,13,7,11,11,7,11,11,4,7,7,9,15,17,5,12,12,9,17,21,0,0,0,6,7,8,6,10,10,9,15,17,6,10,11,7,13,14,5,8,10
6,11,13,7,12,12,7,11,11,4,7,7,9,15,17,5,12,12,9,17,21,0,0,0,6,7,8,6,10,10,10,16,18,6,10,11,7,13,14,5,8,10
6,11,13,7,12,12,7,11,11,5,8,8,9,17,18,6,13,13,9,17,21,0,0,0,5,7,8,6,10,10,10,16,18,6,10,11,7,11,11,5,8,10
6,11,13,6,11,11,7,11,12,5,8,8,9,17,18,6,13,13,8,16,20,0,0,0,5,7,8,6,10,10,9,16,17,7,11,11,8,12,12,5,8,10
6,11,13,7,11,11,7,11,12,5,7,8,9,17,18,6,12,12,8,16,20,0,0,0,6,8,9,6,9,9,9,16,17,7,11,11,8,12,12,5,8,10
6,11,14,7,11,11,7,11,12,5,7,8,9,17,18,6,12,12,8,16,20,0,0,0,6,7,8,6,9,9,9,16,17,7,11,11,7,12,12,5,8,10
6,11,14,7,11,11,7,11,11,5,7,8,9,17,18,6,12,12,9,17,20,0,0,0,6,7,8,6,9,9,10,16,17,7,11,11,6,11,11,5,8,10
6,11,14,6,11,11,7,11,11,5,7,7,9,17,18,6,13,13,9,17,20,0,0,0,6,7,8,6,9,9,10,16,17,7,11,11,6,11,11,6,9,11
6,11,15,6,11,11,7,11,11,5,7,7,9,19,21,6,13,13,9,17,20,0,0,0,5,6,8,6,9,9,10,16,17,7,11,11,6,11,11,6,9,11
6,11,14,6,11,11,7,11,12,5,7,7,9,19,21,6,13,13,11,17,17,0,0,0,5,6,8,6,9,9,10,15,17,7,11,11,6,11,11,6,8,10
6,12,14,6,11,11,7,11,12,5,7,7,9,19,21,6,13,13,11,17,17,0,0,0,5,6,8,5,9,9,10,15,17,7,11,11,7,12,12,6,8,10
6,12,15,6,11,11,7,11,12,5,7,7,9,19,21,6,13,13,11,17,17,0,0,0,6,7,8,5,9,9,10,15,17,7,11,11,7,11,11,6,8,10
6,12,15,6,11,11,7,11,12,5,7,7,9,19,21,6,13,13,10,16,17,0,0,0,6,7,8,5,9,9,10,17,19,7,11,11,7,11,11,6,8,10
6,12,15,8,12,13,6,10,11,5,7,7,9,19,21,6,14,14,10,16,17,0,0,0,6,7,8,5,9,9,10,18,19,8,12,12,6,10,10,6,8,10
6,11,16,8,12,13,6,10,11,5,7,7,9,19,21,6,14,14,10,16,17,0,0,0,4,5,6,5,9,9,10,18,20,8,12,12,6,10,10,6,8,10
6,11,16,8,12,13,6,10,11,5,7,7,9,19,21,6,14,14,10,16,16,0,0,0,4,5,6,5,9,9,10,19,21,8,12,12,6,10,10,6,8,10
6,11,16,8,12,14,7,11,12,5,7,7,9,19,21,6,15,15,10,16,16,0,0,0,4,5,6,5,9,9,11,20,20,8,12,12,6,10,10,6,8,10
6,11,14,8,12,14,7,11,12,5,7,7,9,18,21,98,98,98,10,16,16,0,0,0,4,6,7,5,9,9,11,20,21,8,12,12,7,11,11,6,8,10
6,11,14,8,12,14,7,11,12,5,7,7,9,18,21,49,51,62,10,15,16,0,0,0,5,7,8,5,9,9,9,18,20,8,13,13,7,11,11,6,9,10
6,11,15,8,13,14,7,11,12,5,7,7,9,18,21,34,41,47,10,15,16,0,0,0,5,7,8,5,9,9,10,18,20,8,13,13,7,11,11,6,9,10
6,11,14,7,12,13,7,11,12,5,7,7,10,19,21,29,34,37,10,15,16,0,0,0,5,7,8,5,9,9,10,19,21,8,13,13,5,9,9,6,9,10
6,11,14,7,12,13,7,11,12,5,7,7,10,19,21,25,30,30,9,14,15,0,0,0,4,6,7,5,9,9,11,20,22,8,12,13,5,9,9,6,8,10
6,11,14,7,12,13,7,11,12,5,7,7,10,19,21,22,26,26,9,14,15,0,0,0,4,6,7,4,8,8,11,19,21,8,12,13,5,9,9,6,8,10
6,11,15,7,12,13,7,11,12,5,7,7,10,18,21,24,29,29,8,13,14,0,0,0,4,6,6,4,8,8,11,19,22,8,12,13,5,9,9,6,8,10
6,12,15,8,13,14,7,11,12,5,7,7,10,18,21,22,27,27,8,13,13,0,0,0,4,6,6,4,8,8,11,18,20,8,12,13,5,9,9,6,9,10
6,13,15,8,13,15,7,11,12,5,7,7,10,18,21,21,25,25,8,13,13,0,0,0,5,7,7,4,8,9,11,17,19,8,12,13,5,9,9,6,9,10
6,13,16,8,13,15,7,11,12,5,7,7,10,17,20,22,26,26,8,13,13,0,0,0,5,6,6,4,8,9,11,17,19,7,11,12,5,9,9,6,9,10
6,13,16,8,13,15,8,12,12,5,7,7,10,17,20,5,10,10,10,14,14,0,0,0,5,6,6,4,8,9,10,16,18,8,12,13,6,10,10,5,8,9
6,13,16,8,13,14,8,12,12,5,8,8,10,17,20,6,11,11,10,14,14,0,0,0,5,6,6,4,8,9,10,16,18,8,12,13,6,10,10,5,8,9
6,13,17,8,13,14,8,12,12,5,8,8,9,15,19,6,11,13,10,14,14,0,0,0,5,6,6,4,8,9,10,16,18,8,12,13,6,10,11,5,8,9
6,13,17,8,13,14,7,11,11,5,8,8,9,15,19,6,13,14,10,15,15,0,0,0,5,6,6,4,8,9,10,16,18,9,13,13,5,9,10,6,9,10
6,12,17,8,13,14,7,11,11,5,8,8,9,15,19,7,13,15,10,15,15,0,0,0,5,6,6,4,8,9,11,17,19,9,13,13,5,9,10,6,9,10
6,12,18,8,13,14,7,11,11,5,8,8,9,16,19,6,13,15,10,15,15,0,0,0,5,7,7,4,8,9,11,17,19,9,13,13,5,10,10,6,9,10
6,12,17,8,13,14,7,11,11,5,8,8,9,16,19,2,9,13,9,14,14,0,0,0,5,7,7,4,8,9,11,17,19,7,11,11,5,10,10,6,9,10
7,13,17,7,12,14,7,11,11,5,8,8,9,16,19,2,9,14,9,14,14,0,0,0,5,7,7,4,7,9,11,17,19,7,11,11,6,11,11,6,9,10
7,13,17,7,12,14,7,11,11,5,8,8,9,14,18,2,10,15,9,14,14,0,0,0,4,7,7,4,7,9,11,17,19,7,11,11,6,10,11,6,9,10
8,13,17,7,12,14,8,12,12,5,8,8,9,14,18,4,13,18,8,13,13,0,0,0,4,7,7,4,7,9,11,17,18,7,11,12,6,10,11,6,9,10
8,14,17,7,11,13,8,12,12,4,7,7,9,14,18,5,14,19,9,14,14,0,0,0,4,7,7,4,7,8,11,17,18,8,12,13,5,9,10,6,9,10
8,14,16,7,11,13,8,12,12,4,7,7,9,13,14,5,14,19,9,14,14,0,0,0,3,6,6,4,7,8,11,17,18,8,12,13,6,10,10,6,9,10
8,14,16,7,11,13,7,11,12,4,7,7,9,13,14,5,14,19,9,15,15,0,0,0,3,6,6,4,7,8,11,16,17,8,12,12,6,10,10,7,10,10
8,13,16,7,12,14,7,11,12,4,7,7,9,13,14,5,14,19,10,16,16,0,0,0,3,6,6,4,7,8,11,16,17,7,11,11,6,10,10,7,10,10
8,13,15,8,13,15,7,11,12,4,7,7,8,12,14,5,14,19,9,16,16,0,0,0,3,5,5,4,7,8,11,16,17,7,11,11,6,11,12,7,10,10
8,13,15,8,13,15,8,13,13,4,7,7,8,12,14,5,13,18,10,17,17,0,0,0,4,6,6,4,7,8,11,15,16,7,10,11,6,11,12,6,10,10
8,14,15,8,12,14,8,13,13,4,7,7,8,12,14,5,14,17,10,17,17,0,0,0,4,6,6,4,6,8,11,15,16,7,10,11,6,11,12,6,10,10
8,14,15,8,12,14,8,13,13,4,7,7,8,13,14,5,14,17,9,16,16,0,0,0,4,6,6,4,6,8,11,15,16,8,11,12,6,11,13,6,10,10
8,14,15,8,12,14,8,13,14,4,7,7,8,13,14,5,14,17,9,16,16,0,0,0,4,6,6,4,6,8,10,15,16,8,11,12,6,11,13,6,10,10
7,13,15,8,12,13,8,13,14,4,7,7,8,13,14,5,13,16,9,15,15,0,0,0,4,6,6,3,6,7,10,15,16,8,11,12,6,11,13,6,10,10
7,13,14,8,12,13,8,13,14,3,6,6,8,12,14,5,13,16,9,16,16,0,0,0,4,7,7,3,6,7,10,15,16,7,10,11,6,11,12,6,10,10
7,13,14,8,12,13,9,13,14,3,6,6,8,12,14,5,13,16,9,17,17,0,0,0,4,7,7,3,6,7,9,13,14,6,10,10,7,12,13,6,10,10
7,14,14,8,11,12,9,13,14,3,6,6,8,12,14,5,12,15,9,17,17,0,0,0,4,7,7,4,6,7,9,13,14,6,10,10,7,12,13,6,10,10
7,14,15,8,11,12,9,13,14,3,6,6,8,13,16,5,12,15,9,18,18,0,0,0,4,7,7,4,6,7,9,13,14,6,10,10,7,12,13,6,10,10
7,14,15,8,11,12,9,12,13,3,6,6,8,13,17,5,12,15,9,18,18,0,0,0,4,7,7,4,6,7,10,14,15,7,10,10,6,11,12,5,10,10
7,14,15,8,11,12,9,12,13,3,6,6,8,13,17,5,12,15,9,18,18,0,0,0,3,6,6,4,6,7,10,14,15,7,10,10,6,11,12,5,10,10
7,14,15,8,11,12,9,12,13,3,6,6,7,12,14,5,12,15,9,18,18,0,0,0,4,6,6,4,6,7,10,14,15,7,10,10,6,11,12,5,10,10
7,14,15,8,11,12,9,11,12,4,7,7,7,12,14,5,12,15,8,16,16,0,0,0,4,6,6,4,6,7,10,14,14,6,10,10,6,11,12,5,9,9
8,12,15,8,11,12,9,11,12,4,7,7,7,12,14,5,12,14,8,16,16,0,0,0,4,6,6,4,7,7,10,14,14,6,10,10,6,11,12,5,9,9
8,12,12,8,11,12,9,11,12,4,7,7,6,12,14,5,12,14,8,16,16,0,0,0,5,7,7,4,7,7,10,14,14,6,10,10,6,11,12,5,9,9
8,12,13,8,11,12,8,10,11,4,7,7,6,12,14,5,12,14,8,16,16,0,0,0,5,7,7,4,7,7,10,15,16,5,9,9,6,11,12,5,10,10
7,14,13,8,11,13,8,10,11,4,6,6,6,12,14,5,12,12,8,16,16,0,0,0,5,7,7,4,6,6,10,15,16,6,10,10,7,12,13,5,10,10
7,14,14,8,11,13,8,10,11,4,6,6,7,13,16,5,12,12,8,16,16,0,0,0,5,8,8,4,6,6,10,15,16,6,10,10,7,11,14,5,10,10
7,14,14,8,11,13,8,11,12,4,6,6,7,13,16,4,11,11,9,17,17,0,0,0,5,8,8,4,6,6,10,15,16,5,10,10,7,11,14,5,10,10
7,13,14,8,11,12,9,12,13,4,6,6,7,13,16,4,10,10,9,17,17,0,0,0,5,8,8,4,6,6,10,15,16,6,11,11,6,10,13,5,10,10
7,13,13,8,11,12,9,12,13,4,6,6,7,13,16,4,10,10,9,17,17,0,0,0,5,7,7,4,6,6,10,15,16,6,11,11,6,9,12,5,10,10
7,13,13,8,11,12,9,12,12,4,6,6,7,13,16,4,10,10,9,16,17,0,0,0,5,7,7,4,6,6,10,15,16,6,12,12,6,9,12,5,11,11
7,12,13,7,11,11,8,11,11,4,6,6,7,13,16,4,9,9,10,17,18,0,0,0,5,7,7,4,6,6,10,15,16,6,12,12,6,9,12,5,11,11
7,12,12,7,11,11,8,11,11,4,6,6,8,14,16,4,9,9,10,17,18,0,0,0,5,7,7,4,6,6,10,15,16,6,13,14,7,11,13,5,11,11
7,12,12,7,11,11,7,10,10,4,6,6,8,14,16,4,9,9,9,17,19,0,0,0,5,7,7,4,6,6,10,15,16,6,13,14,7,11,13,6,11,11
6,13,12,8,11,12,7,10,10,5,6,6,8,14,16,4,9,9,8,16,18,0,0,0,5,7,7,4,6,8,10,15,16,5,12,14,7,11,13,6,11,11
6,13,13,8,11,12,7,10,10,5,6,6,8,14,18,4,9,9,8,16,18,0,0,0,5,8,8,4,6,8,10,15,16,5,13,15,6,10,12,6,11,11
6,13,13,8,11,12,7,10,10,5,6,6,8,14,18,4,9,9,8,15,17,0,0,0,5,8,8,4,6,8,10,15,16,5,13,14,6,10,12,5,10,10
6,13,13,7,10,11,7,10,10,4,6,6,8,14,18,4,10,10,8,15,17,0,0,0,5,8,8,5,7,9,10,15,16,5,13,14,6,10,12,5,10,10
6,13,14,7,10,11,7,10,10,4,6,6,8,14,18,4,10,10,8,15,17,0,0,0,5,8,8,5,7,9,10,15,16,5,13,14,5,9,11,5,10,10
5,13,14,7,10,11,7,10,10,4,6,6,8,14,18,4,10,10,8,15,16,0,0,0,5,8,8,5,7,9,10,15,16,5,12,14,5,9,11,4,9,9
6,13,14,8,10,12,7,10,10,4,6,6,8,14,18,5,9,9,8,15,16,0,0,0,5,8,8,5,7,9,10,15,16,5,12,14,5,9,11,4,9,9
6,13,13,8,10,12,7,10,10,4,6,6,9,14,18,5,9,9,8,15,16,0,0,0,6,8,8,5,7,9,10,15,16,5,12,14,6,9,11,4,9,9
6,13,13,8,10,12,7,10,10,4,6,6,9,14,18,5,9,9,8,13,15,0,0,0,6,8,8,5,7,9,10,16,16,6,13,15,6,9,11,4,9,9
6,13,13,6,10,11,7,10,10,4,6,6,9,14,18,5,10,10,8,13,15,0,0,0,6,8,8,5,8,9,10,16,16,6,13,15,6,9,11,5,10,10
6,13,13,6,10,11,7,10,10,4,6,6,9,17,21,5,10,10,8,13,15,0,0,0,6,8,8,5,8,9,10,16,16,6,13,15,5,9,10,5,10,10
6,13,13,6,10,11,7,10,10,3,5,5,9,17,21,5,10,10,8,11,13,0,0,0,6,8,8,5,8,9,10,17,17,6,13,15,5,9,10,5,10,10
6,12,13,7,11,13,7,10,10,3,4,4,9,17,21,5,11,11,8,11,13,0,0,0,6,8,8,5,8,9,10,17,17,6,13,15,5,9,10,5,10,10
6,12,13,7,11,13,7,10,10,3,4,4,9,17,19,5,11,11,8,11,13,0,0,0,5,8,8,5,8,9,10,17,17,6,13,15,5,9,10,5,10,10
6,12,13,7,11,13,7,10,10,4,5,5,9,17,19,5,11,11,7,10,12,0,0,0,5,8,8,5,8,9,11,17,18,6,12,15,5,9,10,5,10,10
7,12,13,7,11,13,8,11,11,4,5,5,9,16,19,5,11,11,7,10,12,0,0,0,5,8,8,5,8,9,11,17,18,6,12,15,5,9,10,5,10,10
7,13,13,7,11,13,8,11,11,4,5,5,9,16,19,5,11,11,7,10,12,0,0,0,5,8,8,5,8,9,11,17,18,6,12,15,5,9,9,5,10,10
7,13,13,7,11,13,8,11,11,4,5,5,9,16,19,5,11,11,8,11,13,0,0,0,5,8,8,5,8,9,10,17,19,5,11,13,5,9,9,5,11,12
7,13,16,7,10,12,8,11,11,3,4,4,9,16,19,5,11,11,9,12,14,0,0,0,5,8,8,5,7,9,10,17,19,5,11,13,5,9,9,5,11,12
7,13,16,7,10,12,8,11,11,3,4,4,10,16,21,5,11,11,9,12,14,0,0,0,5,8,8,5,7,9,10,17,19,5,11,13,7,10,10,5,11,12
7,13,16,7,10,12,7,11,11,3,4,4,10,16,21,5,11,11,8,11,14,0,0,0,5,8,8,5,7,9,10,16,18,5,11,13,7,10,10,6,11,12
7,12,15,7,10,13,7,11,11,4,6,6,10,16,21,5,10,10,8,11,14,0,0,0,5,8,8,5,7,9,10,16,18,6,12,14,7,10,10,6,11,12
